Order_id,Order_date,Customer_id,Region,Product,Cost,Sales,Profit,Year,Month
132,04-13-23,3043,North,Monitor,922.89,957.78,34.89,2023,4
133,02-13-23,5879,West,Keyboard,116.87,530.44,413.57,2023,2
134,06-14-23,4913,North,Phone,518.63,887.87,369.24,2023,6
135,09-04-23,4940,West,Keyboard,751.2,1142.98,391.78,2023,9
138,10-02-23,7626,North,Monitor,192.67,611.11,418.44,2023,10
140,08-01-23,4459,North,Headphones,214.58,423.39,208.81,2023,8
144,10-22-23,4156,East,Tablet,886.45,1273.5,387.05,2023,10
146,06-24-23,3228,West,Laptop,975.74,1202.69,226.95,2023,6
147,02-26-23,4134,West,Headphones,903.49,962.86,59.37,2023,2
148,10-03-23,1276,North,Monitor,307.33,322.51,15.18,2023,10
150,06-19-23,5404,North,Keyboard,375.45,660.56,285.11,2023,6
151,05-16-23,7141,South,Monitor,155.23,396.94,241.71,2023,5
152,12-03-23,3517,South,Laptop,529.24,859.32,330.08,2023,12
154,08-17-23,2113,South,Keyboard,406.08,753.88,347.8,2023,8
155,06-28-23,8813,North,Laptop,497.37,761.33,263.96,2023,6
156,05-18-23,2865,East,Headphones,156.87,389.12,232.25,2023,5
157,09-27-23,6379,North,Monitor,108.7,575.6,466.9,2023,9
158,11-25-23,8605,North,Phone,531.51,800.42,268.91,2023,11
160,05-10-23,1042,North,Tablet,452.21,790.48,338.27,2023,5
162,05-06-23,5610,North,Monitor,455.1,938.8,483.7,2023,5
165,10-10-23,8915,South,Phone,725.18,981.92,256.74,2023,10
166,07-06-23,9717,North,Laptop,222.13,580.79,358.66,2023,7
167,02-28-23,6532,North,Laptop,634.79,1003.46,368.67,2023,2
168,04-11-23,1447,West,Laptop,262.74,393.4,130.66,2023,4
170,01-12-23,6657,South,Tablet,640.74,963.37,322.63,2023,1
171,07-22-23,3053,South,Headphones,959.36,1179.1,219.74,2023,7
172,01-02-23,7653,North,Headphones,515.2,760.71,245.51,2023,1
173,05-23-23,7536,East,Headphones,259.91,498.87,238.96,2023,5
174,09-18-23,6837,West,Headphones,733.96,1054.14,320.18,2023,9
175,07-03-23,8659,East,Tablet,235.53,252.72,17.19,2023,7
178,02-28-23,5822,North,Laptop,353.07,724.36,371.29,2023,2
179,07-22-23,1953,South,Keyboard,456.8,509.29,52.49,2023,7
180,04-11-23,6472,North,Monitor,921.6,1206.56,284.96,2023,4
182,10-07-23,1077,North,Keyboard,841.52,978.16,136.64,2023,10
183,05-01-23,6559,East,Laptop,949.07,1337.89,388.82,2023,5
184,10-21-23,5451,East,Phone,689.17,1130.09,440.92,2023,10
185,12-20-23,5727,North,Laptop,300.39,634.19,333.8,2023,12
191,03-31-23,5577,South,Keyboard,691.73,997.28,305.55,2023,3
192,11-18-23,3433,West,Laptop,118.32,358.74,240.42,2023,11
193,05-04-23,3742,West,Laptop,685.39,829.62,144.23,2023,5
194,10-20-23,5134,North,Laptop,776.11,1112.67,336.56,2023,10
195,01-17-23,3409,East,Phone,446.62,604.09,157.47,2023,1
196,06-13-23,6425,West,Keyboard,188.83,257.92,69.09,2023,6
197,06-18-23,2633,East,Headphones,909.5,1187.36,277.86,2023,6
198,01-15-23,2484,South,Phone,785.07,1196.18,411.11,2023,1
199,12-16-23,4418,North,Keyboard,217.1,360.18,143.08,2023,12
200,07-25-23,3862,East,Headphones,561.7,664.35,102.65,2023,7
201,08-24-23,1287,West,Laptop,218.33,247.79,29.46,2023,8
202,11-16-23,9520,West,Monitor,596.36,1058.31,461.95,2023,11
205,04-29-23,1414,North,Keyboard,545.07,803.44,258.37,2023,4
206,05-19-23,8063,North,Headphones,397.64,583.16,185.52,2023,5
207,05-08-23,2769,South,Laptop,399.1,878.75,479.65,2023,5
208,01-18-23,5521,West,Monitor,469.07,730.12,261.05,2023,1
212,01-31-23,7451,South,Laptop,343.62,464.71,121.09,2023,1
213,02-17-23,3125,South,Headphones,630.98,1085.25,454.27,2023,2
214,01-16-23,9669,East,Laptop,820.6,952.89,132.29,2023,1
215,07-29-23,6392,North,Tablet,619.33,873.42,254.09,2023,7
216,03-21-23,3235,West,Phone,450.24,521.82,71.58,2023,3
217,09-09-23,5881,West,Keyboard,303.6,314.69,11.09,2023,9
221,04-13-23,6920,East,Laptop,836.19,931.85,95.66,2023,4
222,04-30-23,9513,South,Phone,883.13,1007.59,124.46,2023,4
223,08-31-23,6161,East,Tablet,167.37,591.24,423.87,2023,8
224,07-20-23,2617,West,Tablet,464.46,652.02,187.56,2023,7
225,11-23-23,3235,East,Keyboard,789.55,918.37,128.82,2023,11
226,01-26-23,1617,North,Monitor,565.05,971.94,406.89,2023,1
227,05-16-23,8653,South,Keyboard,395.79,842.7,446.91,2023,5
228,06-10-23,4145,West,Tablet,647.01,1115.39,468.38,2023,6
229,07-12-23,4859,West,Monitor,301.53,770.35,468.82,2023,7
230,03-17-23,8371,West,Laptop,685.92,1037.12,351.2,2023,3
231,12-07-23,3627,South,Laptop,609.53,1025.24,415.71,2023,12
232,05-10-23,9676,South,Monitor,255.31,752.56,497.25,2023,5
233,09-27-23,5779,South,Monitor,448.71,591.35,142.64,2023,9
235,03-11-23,4478,South,Laptop,398.78,818.61,419.83,2023,3
237,03-10-23,9603,South,Headphones,141.27,374.17,232.9,2023,3
239,09-06-23,2380,North,Headphones,535.2,847.93,312.73,2023,9
240,11-14-23,2049,North,Laptop,699.2,730.98,31.78,2023,11
241,07-27-23,1428,North,Tablet,997.82,1018.69,20.87,2023,7
243,11-08-23,1371,South,Headphones,587.77,834.51,246.74,2023,11
244,04-24-23,5370,South,Laptop,754.13,824.72,70.59,2023,4
246,05-04-23,4674,East,Keyboard,634.68,666.05,31.37,2023,5
247,01-18-23,7477,South,Headphones,247.48,570.33,322.85,2023,1
249,10-11-23,7438,West,Laptop,575.88,805.88,230,2023,10
250,08-03-23,8539,West,Tablet,847.57,1284.59,437.02,2023,8
251,08-11-23,1118,East,Keyboard,928.57,1387.42,458.85,2023,8
252,08-09-23,3424,East,Headphones,204.37,425.63,221.26,2023,8
253,06-13-23,6354,North,Tablet,174.22,210.5,36.28,2023,6
254,02-05-23,3006,West,Headphones,184.55,654.86,470.31,2023,2
255,03-08-23,2758,East,Monitor,227.02,279.35,52.33,2023,3
256,07-18-23,3455,South,Tablet,969.58,1217.78,248.2,2023,7
257,02-09-23,1251,East,Monitor,431.74,730.21,298.47,2023,2
258,12-14-23,7092,West,Keyboard,392.57,604.72,212.15,2023,12
259,11-17-23,9951,North,Keyboard,946.49,1225.54,279.05,2023,11
260,01-14-23,7755,North,Keyboard,170.53,246.85,76.32,2023,1
261,10-12-23,3745,West,Tablet,661.44,925.96,264.52,2023,10
262,11-14-23,5954,West,Tablet,924.07,1183.68,259.61,2023,11
263,10-10-23,2795,South,Phone,640.51,1111.84,471.33,2023,10
264,10-19-23,5911,North,Tablet,349.22,489.77,140.55,2023,10
266,03-16-23,8381,North,Headphones,389.93,686.26,296.33,2023,3
267,02-03-23,8793,North,Keyboard,487.16,706.64,219.48,2023,2
268,12-03-23,8457,South,Headphones,654.2,1013.4,359.2,2023,12
270,03-02-23,1551,East,Tablet,995.53,1443.17,447.64,2023,3
271,12-20-23,1935,North,Phone,661.39,1106.31,444.92,2023,12
272,05-28-23,1199,West,Headphones,927.61,1293.84,366.23,2023,5
274,07-16-23,5929,South,Tablet,582.34,604.36,22.02,2023,7
275,09-04-23,6986,South,Headphones,806.86,964.35,157.49,2023,9
277,05-09-23,4780,West,Phone,763.59,1150.1,386.51,2023,5
278,03-20-23,7270,East,Laptop,915.39,1365.53,450.14,2023,3
279,05-30-23,4362,North,Phone,516.9,948.28,431.38,2023,5
280,04-08-23,1904,West,Keyboard,241.99,596.73,354.74,2023,4
281,09-29-23,1982,North,Laptop,655.82,922.79,266.97,2023,9
282,08-30-23,1626,South,Keyboard,927.15,1373.36,446.21,2023,8
284,11-23-23,1452,West,Laptop,809.76,932.28,122.52,2023,11
285,10-28-23,9565,North,Headphones,846.31,1130.63,284.32,2023,10
286,08-17-23,1102,East,Tablet,904.49,1336.87,432.38,2023,8
290,06-05-23,9610,West,Headphones,876.12,1369.86,493.74,2023,6
292,11-19-23,3548,East,Phone,773.67,905.3,131.63,2023,11
293,01-11-23,2255,South,Headphones,974.63,1070.81,96.18,2023,1
295,04-27-23,9347,South,Phone,750.54,801.59,51.05,2023,4
296,11-10-23,3477,East,Tablet,672.85,985.94,313.09,2023,11
297,10-23-23,8181,East,Keyboard,710.45,896.89,186.44,2023,10
298,04-11-23,2037,West,Keyboard,505.9,734.94,229.04,2023,4
299,09-04-23,2406,East,Tablet,697.81,1118.39,420.58,2023,9
301,11-28-23,9286,East,Tablet,655.47,1078.28,422.81,2023,11
302,12-28-23,6650,South,Keyboard,231.08,569.48,338.4,2023,12
303,04-26-23,4533,West,Headphones,897.06,1217.34,320.28,2023,4
304,07-02-23,2852,West,Keyboard,302.03,713.66,411.63,2023,7
305,04-30-23,3356,North,Phone,591.39,701.13,109.74,2023,4
306,09-10-23,6442,East,Phone,823,1120.66,297.66,2023,9
307,04-13-23,1618,South,Keyboard,318.85,625.65,306.8,2023,4
308,02-18-23,8438,South,Monitor,687.68,1105.98,418.3,2023,2
309,07-17-23,7579,East,Phone,586.71,973.45,386.74,2023,7
310,05-23-23,7885,West,Laptop,729.81,925.13,195.32,2023,5
311,07-29-23,3754,East,Phone,928.97,1343.16,414.19,2023,7
313,12-17-23,1899,South,Phone,807.29,1078.14,270.85,2023,12
314,01-29-23,1246,South,Tablet,310.05,620,309.95,2023,1
315,08-08-23,8603,South,Keyboard,147.23,206.83,59.6,2023,8
316,01-04-23,8442,North,Keyboard,372.55,653.13,280.58,2023,1
320,03-17-23,1903,West,Laptop,475.83,663.07,187.24,2023,3
323,02-16-23,7137,West,Monitor,503.21,903.93,400.72,2023,2
324,04-01-23,6500,West,Phone,136.11,501.32,365.21,2023,4
325,10-04-23,7815,South,Headphones,301.97,360.69,58.72,2023,10
326,05-09-23,3274,North,Laptop,766.87,859.77,92.9,2023,5
327,10-17-23,8546,East,Tablet,285.17,309.99,24.82,2023,10
329,06-15-23,3731,East,Monitor,767.71,1121.97,354.26,2023,6
330,11-09-23,9947,North,Headphones,765.36,993.92,228.56,2023,11
332,02-07-23,9423,South,Tablet,490.05,578.05,88,2023,2
333,10-13-23,5948,North,Monitor,201.73,481.58,279.85,2023,10
334,09-09-23,7195,West,Keyboard,400.84,639.04,238.2,2023,9
336,03-24-23,2419,South,Headphones,665.19,996.41,331.22,2023,3
337,06-26-23,9861,West,Monitor,507.5,891.48,383.98,2023,6
338,12-12-23,8478,East,Keyboard,467.61,950.53,482.92,2023,12
340,08-06-23,6015,West,Laptop,547.32,741.2,193.88,2023,8
342,03-03-23,1595,West,Monitor,807.12,1122.88,315.76,2023,3
344,12-22-23,4956,West,Monitor,769.02,950.41,181.39,2023,12
345,11-05-23,8444,East,Tablet,198.59,602.92,404.33,2023,11
346,04-09-23,6568,North,Headphones,962.85,1290.5,327.65,2023,4
347,05-03-23,3390,North,Monitor,340.36,756.78,416.42,2023,5
352,09-15-23,9171,West,Phone,723.81,1111.99,388.18,2023,9
353,03-15-23,3327,West,Phone,511.65,637.87,126.22,2023,3
356,03-23-23,6157,North,Monitor,699.09,943.35,244.26,2023,3
357,06-14-23,8735,North,Laptop,208,590.88,382.88,2023,6
358,04-01-23,3037,North,Monitor,896.78,1059.17,162.39,2023,4
360,10-04-23,4345,East,Phone,680.11,900.55,220.44,2023,10
361,07-16-23,8017,East,Laptop,642.4,741.52,99.12,2023,7
363,08-20-23,6732,North,Laptop,504.75,606.24,101.49,2023,8
364,07-10-23,5184,West,Laptop,382.27,394.74,12.47,2023,7
366,02-18-23,6391,West,Keyboard,875.3,1333.3,458,2023,2
367,01-31-23,4698,South,Tablet,957.11,1364.75,407.64,2023,1
368,06-08-23,3909,North,Tablet,929.35,1211.66,282.31,2023,6
369,03-28-23,2368,West,Keyboard,800.45,850.8,50.35,2023,3
370,07-13-23,4779,North,Tablet,106.16,168.5,62.34,2023,7
371,09-29-23,5193,North,Tablet,920.92,1046.55,125.63,2023,9
372,10-05-23,1280,North,Keyboard,351.28,555.83,204.55,2023,10
373,05-08-23,9737,West,Phone,891.09,967.74,76.65,2023,5
375,08-07-23,9183,East,Tablet,208.46,272.36,63.9,2023,8
376,01-07-23,7849,West,Keyboard,639.66,859.11,219.45,2023,1
377,05-29-23,9926,East,Phone,769.64,818.59,48.95,2023,5
379,05-27-23,3212,South,Phone,328.2,772.57,444.37,2023,5
380,12-12-23,8126,North,Phone,245.2,723.33,478.13,2023,12
382,08-03-23,9284,East,Tablet,986.25,1041.13,54.88,2023,8
385,08-31-23,2349,North,Headphones,605.71,1067.29,461.58,2023,8
386,07-24-23,8453,West,Phone,891.09,1383.71,492.62,2023,7
389,06-16-23,4294,East,Headphones,669.29,1016.77,347.48,2023,6
390,09-30-23,5944,East,Monitor,389.18,830.01,440.83,2023,9
392,10-08-23,8074,North,Headphones,492.83,792.88,300.05,2023,10
395,01-27-23,6550,West,Monitor,804.86,1135.63,330.77,2023,1
397,12-02-23,1032,West,Headphones,159.68,242.34,82.66,2023,12
398,06-23-23,6763,East,Laptop,648.36,848.19,199.83,2023,6
399,01-08-23,5040,East,Laptop,371.76,490.74,118.98,2023,1
401,03-13-23,6317,West,Headphones,644.93,926.19,281.26,2023,3
402,02-10-23,8808,South,Monitor,863.55,1100.64,237.09,2023,2
403,06-23-23,1195,North,Monitor,903.71,1047.18,143.47,2023,6
404,05-30-23,2417,North,Laptop,339.07,375.21,36.14,2023,5
405,01-12-23,5930,East,Tablet,336.18,702.2,366.02,2023,1
408,08-25-23,4912,South,Tablet,389.24,836.86,447.62,2023,8
409,09-02-23,9371,West,Phone,843.85,1102,258.15,2023,9
410,03-02-23,8465,North,Laptop,437.17,668.16,230.99,2023,3
411,04-11-23,9917,North,Keyboard,724.54,1210.9,486.36,2023,4
412,10-07-23,8188,North,Monitor,717.61,1144.59,426.98,2023,10
413,09-02-23,9982,East,Monitor,395.62,816.34,420.72,2023,9
415,12-01-23,9357,North,Keyboard,801.35,1100.09,298.74,2023,12
416,12-19-23,3120,North,Phone,584.48,664.81,80.33,2023,12
420,05-10-23,8769,North,Keyboard,228.77,324.41,95.64,2023,5
421,01-08-23,1989,South,Laptop,830.83,851.99,21.16,2023,1
422,01-14-23,2191,West,Phone,683.7,876.39,192.69,2023,1
424,02-13-23,5839,South,Phone,909.29,934.9,25.61,2023,2
426,01-16-23,2410,East,Monitor,496.06,558.92,62.86,2023,1
427,03-29-23,1538,East,Monitor,806.82,1176.28,369.46,2023,3
429,10-15-23,2521,East,Monitor,951.88,1433.7,481.82,2023,10
430,12-24-23,3637,South,Monitor,732.33,818.66,86.33,2023,12
431,07-19-23,6422,South,Phone,466.64,780.24,313.6,2023,7
432,03-09-23,6592,South,Tablet,351.99,462.49,110.5,2023,3
433,08-26-23,2800,East,Monitor,758.73,1035.93,277.2,2023,8
435,09-22-23,5976,North,Phone,926.28,1305.12,378.84,2023,9
436,01-31-23,3434,South,Monitor,927.98,1379.79,451.81,2023,1
437,05-11-23,9740,South,Headphones,718.67,891.03,172.36,2023,5
438,01-18-23,4804,West,Keyboard,199.21,308.61,109.4,2023,1
439,09-25-23,7605,West,Tablet,387.48,785.3,397.82,2023,9
440,01-20-23,2711,South,Headphones,298.95,654.85,355.9,2023,1
441,06-27-23,6650,North,Keyboard,928.7,947.04,18.34,2023,6
442,06-16-23,7059,North,Headphones,607.91,873.16,265.25,2023,6
445,04-17-23,8005,West,Headphones,916.05,1363.79,447.74,2023,4
447,06-08-23,3953,West,Keyboard,871.96,1051.82,179.86,2023,6
448,04-15-23,5489,West,Laptop,976.38,1401.7,425.32,2023,4
450,04-26-23,1512,North,Keyboard,166.49,301.41,134.92,2023,4
451,01-31-23,6052,South,Tablet,791.64,996.37,204.73,2023,1
453,02-08-23,6737,East,Phone,520.55,893.72,373.17,2023,2
454,04-14-23,3297,North,Phone,607.23,718.52,111.29,2023,4
455,06-10-23,7548,West,Keyboard,446.01,642.51,196.5,2023,6
456,03-22-23,7018,South,Tablet,458.98,838.36,379.38,2023,3
458,06-23-23,7271,South,Headphones,712.41,882.81,170.4,2023,6
459,01-12-23,3986,South,Keyboard,186.64,520.02,333.38,2023,1
461,10-20-23,6315,South,Laptop,452.32,721.54,269.22,2023,10
462,01-29-23,3753,East,Tablet,621.6,1022.04,400.44,2023,1
463,06-03-23,4644,West,Phone,294.93,745.62,450.69,2023,6
464,07-23-23,4371,South,Monitor,127.32,365.22,237.9,2023,7
465,06-19-23,1952,South,Laptop,820.6,900.48,79.88,2023,6
467,07-07-23,3341,East,Monitor,968.61,1284.25,315.64,2023,7
468,08-29-23,4771,East,Laptop,608.22,827.83,219.61,2023,8
469,09-09-23,4595,South,Keyboard,886.89,1344.55,457.66,2023,9
470,12-17-23,7699,East,Tablet,306.75,569.56,262.81,2023,12
471,03-04-23,1372,North,Keyboard,839.33,938.57,99.24,2023,3
472,07-18-23,2631,East,Laptop,986.3,1136.21,149.91,2023,7
473,07-23-23,1216,West,Phone,677.15,953.63,276.48,2023,7
474,01-14-23,2491,East,Tablet,242.46,321.8,79.34,2023,1
475,10-25-23,1857,North,Phone,407.36,449.29,41.93,2023,10
476,08-28-23,3722,North,Laptop,344.25,693.52,349.27,2023,8
477,07-02-23,7375,West,Phone,713.37,1156.48,443.11,2023,7
479,12-19-23,2918,North,Headphones,804.01,1288.7,484.69,2023,12
480,06-21-23,1701,North,Keyboard,348.36,651.5,303.14,2023,6
481,11-03-23,8296,North,Laptop,510.82,897.24,386.42,2023,11
482,08-29-23,3924,East,Headphones,720.46,1190.29,469.83,2023,8
484,02-23-23,5151,North,Monitor,787.22,854.24,67.02,2023,2
486,03-22-23,1199,East,Tablet,133.54,623.95,490.41,2023,3
489,06-15-23,4648,North,Keyboard,200.68,537.25,336.57,2023,6
491,04-25-23,9344,West,Phone,483.22,667.97,184.75,2023,4
493,07-29-23,2531,West,Tablet,985.64,1188.01,202.37,2023,7
494,04-17-23,9352,West,Headphones,766.81,1131.6,364.79,2023,4
495,08-27-23,5448,East,Headphones,279.73,643.53,363.8,2023,8
496,12-03-23,5905,West,Keyboard,920.39,1240.12,319.73,2023,12
497,03-12-23,3146,East,Tablet,200.86,640.09,439.23,2023,3
498,10-17-23,3276,West,Phone,722.8,1145.23,422.43,2023,10
501,02-17-23,7529,West,Monitor,519,623.28,104.28,2023,2
502,01-31-23,3705,North,Keyboard,929.25,985.08,55.83,2023,1
503,07-23-23,5116,East,Headphones,792.36,1133.51,341.15,2023,7
504,05-13-23,5091,South,Headphones,843.23,870.73,27.5,2023,5
508,10-28-23,1557,West,Monitor,589.86,777.19,187.33,2023,10
509,08-12-23,9601,North,Headphones,194.48,296.68,102.2,2023,8
510,05-15-23,7294,South,Tablet,554.14,579.43,25.29,2023,5
512,05-21-23,3810,West,Phone,805.44,942.65,137.21,2023,5
513,11-26-23,2354,West,Monitor,690.9,978.44,287.54,2023,11
514,10-21-23,1327,North,Laptop,427.17,673.34,246.17,2023,10
515,12-20-23,3335,West,Monitor,209.43,546.15,336.72,2023,12
518,11-27-23,6713,East,Tablet,433.95,629.65,195.7,2023,11
519,01-10-23,6690,North,Phone,484.57,676.28,191.71,2023,1
520,09-15-23,6495,West,Laptop,769.9,889.4,119.5,2023,9
521,10-01-23,7401,South,Monitor,363.74,661.46,297.72,2023,10
522,03-12-23,8626,North,Keyboard,372.23,725.21,352.98,2023,3
523,02-08-23,2382,East,Laptop,695.3,752.87,57.57,2023,2
524,06-04-23,2584,East,Keyboard,299.98,710.63,410.65,2023,6
525,03-02-23,1820,East,Tablet,527.4,780.35,252.95,2023,3
526,10-02-23,1188,North,Keyboard,823.95,1314.6,490.65,2023,10
527,09-24-23,8506,West,Monitor,314.91,716.15,401.24,2023,9
528,01-06-23,5992,South,Laptop,214.69,244.45,29.76,2023,1
530,08-10-23,1057,North,Laptop,130.56,263.64,133.08,2023,8
533,02-20-23,4758,East,Keyboard,346.34,793.77,447.43,2023,2
535,09-03-23,3800,North,Phone,474.17,777.72,303.55,2023,9
536,05-03-23,9742,South,Monitor,930.37,1074.16,143.79,2023,5
537,02-07-23,1290,South,Headphones,806.01,1207.52,401.51,2023,2
538,01-21-23,1495,North,Keyboard,629.78,667.96,38.18,2023,1
539,07-30-23,2953,South,Phone,614.86,994.19,379.33,2023,7
540,11-30-23,6378,East,Phone,744.18,891.12,146.94,2023,11
542,08-29-23,1841,South,Keyboard,148.36,490.24,341.88,2023,8
543,06-20-23,8597,West,Phone,331.84,814.95,483.11,2023,6
545,08-13-23,2614,North,Monitor,459.71,828.39,368.68,2023,8
546,04-14-23,6325,South,Phone,171.38,515.33,343.95,2023,4
548,04-12-23,8602,South,Keyboard,110.06,445.12,335.06,2023,4
549,07-01-23,9619,East,Phone,824.84,1194.35,369.51,2023,7
550,04-08-23,2116,East,Tablet,726.77,936.88,210.11,2023,4
551,09-04-23,1594,North,Keyboard,279.9,431.95,152.05,2023,9
552,12-08-23,9389,North,Tablet,730.77,910.61,179.84,2023,12
553,08-09-23,6557,West,Keyboard,921.24,1116.8,195.56,2023,8
554,08-01-23,1414,East,Monitor,797.25,885.47,88.22,2023,8
555,12-08-23,9079,East,Keyboard,375.33,613.42,238.09,2023,12
